Name,URL,"Price, rub",Year,KmAge,Engine,GearBox,CarType,Place
LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1116535077-a5e4cdca/?from=searchline,640000,2013,128000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Актаныш (160км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116425887-8bc86c17/?from=searchline,80000,2003,199000,1.5 л/94л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116768878-9eb84d89/?from=searchline,80000,2001,212000,1.5 л/73л.с./Бензин,механика,седан,Салават (150км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116768832-58efa478/?from=searchline,100000,2003,244000,1.5 л/73л.с./Бензин,механика,седан,Сим (110км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116767562-a2da54a5/?from=searchline,60000,2004,213000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Толбазы
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116758976-ff9cd737/?from=searchline,280000,2011,116000,1.6 л/81л.с./Бензин,механика,универсал 5 дв.,Верхние Татышлы (170км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116752092-e7da4284/?from=searchline,90000,2007,49000,1.6 л/74л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2111 Богдан,https://auto.ru/cars/used/sale/vaz/2111/1116750249-1fb54252/?from=searchline,180000,2004,230000,1.6 л/89л.с./Бензин,механика,универсал 5 дв.,Ломовка (180км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116738977-a48e74bc/?from=searchline,70000,2001,120000,1.3 л/64л.с./Бензин,механика,хэтчбек 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116734779-df889f21/?from=searchline,150000,2009,122000,1.5 л/68л.с./Бензин,механика,седан,Катав-Ивановск (140км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116728901-f77da075/?from=searchline,100000,2003,177000,1.5 л/92л.с./Бензин,механика,хэтчбек 5 дв.,Сатка (190км отУфы)
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116720636-c644ef48/?from=searchline,80000,1997,94000,1.3 л/64л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116718766-71996b01/?from=searchline,710000,2019,40000,1.6 л/87л.с./Бензин,механика,хэтчбек 5 дв.,Новая Отрадовка (120км отУфы)
LADA (ВАЗ) 2121 (4x4) I,https://auto.ru/cars/used/sale/vaz/2121/1116718686-de28b6e0/?from=searchline,110000,1988,72000,1.6 л/80л.с./Бензин,механика,внедорожник 3 дв.,Республика Башкортостан
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116699041-4aa3e62b/?from=searchline,630000,2020,81000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Иглино
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116695775-4873e4b2/?from=searchline,900000,2019,101000,1.6 л/106л.с./Бензин,робот,седан,Пономаревка (190км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116683881-319bac57/?from=searchline,70000,2002,309000,1.5 л/68л.с./Бензин,механика,хэтчбек 5 дв.,Павловка
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116683865-e71fa830/?from=searchline,190000,2011,161000,1.5 л/68л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta Euro-2 I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116665239-20d4e0fd/?from=searchline,730000,2020,54000,1.6 л/90л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116645606-cf8934b9/?from=searchline,220000,2006,125000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Республика Башкортостан
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116641514-bd626b9a/?from=searchline,220000,2008,165000,1.6 л/81л.с./Бензин,механика,седан,Белебей (130км отУфы)
LADA (ВАЗ) 2121 (4x4) I,https://auto.ru/cars/used/sale/vaz/2121/1116634964-e137e5b2/?from=searchline,180000,1985,213000,1.6 л/75л.с./Бензин,механика,внедорожник 3 дв.,Республика Башкортостан
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116626709-52160b4c/?from=searchline,260000,2008,71000,1.4 л/89л.с./Бензин,механика,седан,Салават (150км отУфы)
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1116606558-02af293d/?from=searchline,60000,1996,3000,1.6 л/81л.с./Бензин,механика,седан,Фёдоровка (180км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116578416-b0601cfa/?from=searchline,370000,2011,101000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116562860-98b17759/?from=searchline,330000,2008,171000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Мишкино
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116538730-0fded399/?from=searchline,170000,2008,105000,1.3 л/64л.с./Бензин,механика,седан,Бакал (180км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1116528508-9c7c96e7/?from=searchline,1510000,2021,9000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Октябрьский (160км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116515893-044dda88/?from=searchline,250000,2006,83000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116507159-6d6be517/?from=searchline,60000,2001,70000,1.5 л/72л.с./Бензин,механика,седан,Вязовка
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116500768-f156c4c8/?from=searchline,100000,2004,127000,1.5 л/76л.с./Бензин,механика,седан,Зилим-Караново
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116498613-afac2386/?from=searchline,150000,2007,151000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Vesta SW I,https://auto.ru/cars/used/sale/vaz/vesta/1116482640-ed1eb263/?from=searchline,1210000,2019,61000,1.6 л/113л.с./Бензин,вариатор,универсал 5 дв.,Аркаулово (140км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116481336-cd6acfbf/?from=searchline,140000,2003,258000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) 2121 (4x4) I,https://auto.ru/cars/used/sale/vaz/2121/1116407635-fe78ff7b/?from=searchline,60000,1981,122000,1.6 л/75л.с./Бензин,механика,внедорожник 3 дв.,Бижбуляк (150км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116376015-c47d1102/?from=searchline,150000,2009,49000,1.3 л/140л.с./Бензин,механика,седан,Серменево (160км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116370193-a799e285/?from=searchline,600000,2018,106000,1.6 л/106л.с./Бензин,робот,седан,Архангельское
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116368515-0c59c520/?from=searchline,80000,2000,22000,1.5 л/71л.с./Бензин,механика,седан,Белебей (130км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116361168-e71c3b50/?from=searchline,130000,2005,198000,1.6 л/98л.с./Бензин,механика,седан,Верхние Киги (180км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116324682-2dc00c5b/?from=searchline,250000,2011,99000,1.8 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116312789-00cd83a4/?from=searchline,90000,2007,161000,1.6 л/80л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116296852-80f6ae49/?from=searchline,280000,2007,167000,1.5 л/73л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116288995-c0c76d10/?from=searchline,460000,2014,170000,1.6 л/106л.с./Бензин,механика,лифтбек,Бирск
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116251529-e246309d/?from=searchline,300000,2012,166000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Верхние Татышлы (170км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116136251-0fc07dbf/?from=searchline,360000,2015,68000,1.6 л/98л.с./Бензин,автомат,лифтбек,Юрюзань (150км отУфы)
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116116016-a1480d9b/?from=searchline,550000,2015,173000,1.6 л/106л.с./Бензин,механика,седан,Верхние Киги (180км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116114111-c0ec2441/?from=searchline,90000,2005,11000,1.3 л/140л.с./Бензин,механика,седан,Благовещенск
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116078259-cd749e8c/?from=searchline,850000,2020,13000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Vesta SW I,https://auto.ru/cars/used/sale/vaz/vesta/1116032354-ecec59e7/?from=searchline,1440000,2021,38000,1.6 л/106л.с./Бензин,механика,универсал 5 дв.,Старый Акбуляк (130км отУфы)
LADA (ВАЗ) 2113,https://auto.ru/cars/used/sale/vaz/2113/1115973422-7f812d73/?from=searchline,210000,2011,101000,1.5 л/79л.с./Бензин,механика,хэтчбек 3 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1115958338-2d2a003e/?from=searchline,370000,2012,150000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1115921133-41df0216/?from=searchline,440000,2014,89000,1.6 л/87л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1115893505-d9071ebc/?from=searchline,270000,2012,180000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1115873886-aca83307/?from=searchline,610000,2018,59000,1.6 л/98л.с./Бензин,автомат,хэтчбек 5 дв.,Авдон
LADA (ВАЗ) 2131 (4x4) I,https://auto.ru/cars/used/sale/vaz/2131_4x4/1115850000-819de42c/?from=searchline,360000,2014,112000,1.7 л/79л.с./Бензин,механика,внедорожник 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1115833111-c3acb4ea/?from=searchline,540000,2015,56000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Какре-Елга (190км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1115812532-ab460802/?from=searchline,140000,2010,75000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1115757188-c77088b6/?from=searchline,70000,2002,209000,1.6 л/80л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1115701922-bbd6ddaa/?from=searchline,810000,2016,63000,1.8 л/122л.с./Бензин,механика,седан,Нефтекамск (180км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1115604012-5396d433/?from=searchline,410000,2016,149000,1.6 л/106л.с./Бензин,робот,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1115595962-1ade8d99/?from=searchline,350000,2012,243000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Дуван (160км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1115595923-123e107a/?from=searchline,250000,2004,190000,1.5 л/94л.с./Бензин,механика,хэтчбек 5 дв.,Октябрьский (160км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1115577434-1caee1b6/?from=searchline,450000,2014,124000,1.6 л/106л.с./Бензин,робот,лифтбек,Аша
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1115574270-9ed88a4a/?from=searchline,510000,2017,65000,1.6 л/87л.с./Бензин,автомат,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1115478174-7a39be58/?from=searchline,920000,2018,65000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2329,https://auto.ru/cars/used/sale/vaz/2329/1115468912-7293ee5c/?from=searchline,460000,2015,291000,1.7 л/79л.с./Бензин,механика,пикап двойная кабина,Уфа
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1115447757-71ba55a1/?from=searchline,160000,2001,81000,1.8 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Агидель (180км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1115175135-dff58dcf/?from=searchline,360000,2012,149000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) Largus I Рестайлинг,https://auto.ru/cars/used/sale/vaz/largus/1115175122-efca432f/?from=searchline,1920000,2022,1000,1.6 л/90л.с./Бензин,механика,универсал 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1114864352-c784eb3f/?from=searchline,520000,2013,166000,1.6 л/87л.с./Бензин,автомат,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1114831450-0381a2a2/?from=searchline,290000,2008,201000,1.7 л/79л.с./Бензин,механика,внедорожник 3 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1114766958-19dbf1b1/?from=searchline,80000,2003,75000,1.7 л/80л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1114592762-af0f44ea/?from=searchline,120000,2003,50000,1.5 л/94л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2105 21053-20,https://auto.ru/cars/used/sale/vaz/2105/1106695804-6c07d6b2/?from=searchline,40000,1995,98000,1.5 л/71л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1106609893-32c105f3/?from=searchline,360000,2013,63000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Уруссу (160км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1106481645-63d00fc3/?from=searchline,660000,2019,27000,1.6 л/90л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1106444528-6a82a600/?from=searchline,620000,2020,18000,1.6 л/87л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1106207692-7c6032c9/?from=searchline,300000,1995,59000,1.5 л/72л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1106132935-11c699fd/?from=searchline,50000,2002,108000,1.3 л/140л.с./Бензин,механика,седан,Актаныш (160км отУфы)
